year,paper,affiliations
2020,Through the Looking Glass: Neural 3D Reconstruction of Transparent Shapes,UCSD
2020,Attention Scaling for Crowd Counting,Zhengzhou University
2020,FastDVDnet: Towards Real-Time Deep Video Denoising Without Flow Estimation,GoPro France
2020,Composed Query Image Retrieval Using Locally Bounded Features,"PhD Student, University of Manitoba"
2020,Variational-EM-Based Deep Learning for Noise-Blind Image Deblurring,"Research Assistant, National University of Singapore"
2020,Celeb-DF: A Large-Scale Challenging Dataset for DeepFake Forensics,"Assistant Professor, Ocean University of China"
2020,Unsupervised Person Re-Identification via Softened Similarity Learning,Wuhan University
2020,Frequency Domain Compact 3D Convolutional Neural Networks,Peking University
2020,Deep Implicit Volume Compression,"Research Scientist, Google"
2020,Conditional Channel Gated Networks for Task-Aware Continual Learning,Qualcomm AI Research
2020,Self-Supervised Scene De-Occlusion,"PhD, CUHK"
2020,Disentangling and Unifying Graph Convolutions for Skeleton-Based Action Recognition,Google Research
2020,ImVoteNet: Boosting 3D Object Detection in Point Clouds With Image Votes,"Research Scientist, Waymo"
2020,Achieving Robustness in the Wild via Adversarial Mixing With Disentangled Representations,DeepMind
2020,Deep Non-Line-of-Sight Reconstruction,University of Bonn
2020,Photometric Stereo via Discrete Hypothesis-and-Test Search,Osaka University
2020,Deep Learning for Handling Kernel/model Uncertainty in Image Deconvolution,"Research Assistant, National University of Singapore"
2020,Intra- and Inter-Action Understanding via Temporal Action Parsing,"Ph.D. student, The Chineses University of Hong Kong"
2020,Blur Aware Calibration of Multi-Focus Plenoptic Camera,Ph.D. Student at Institut Pascal
2020,Single-Shot Monocular RGB-D Imaging Using Uneven Double Refraction,"PhD student, KAIST"
2020,Uninformed Students: Student-Teacher Anomaly Detection With Discriminative Latent Embeddings,Ph.D. Student at Technical University Munich and MVTec Software GmbH
2020,HRank: Filter Pruning Using High-Rank Feature Map,"Ph.D, Xiamen University"
2020,AANet: Adaptive Aggregation Network for Efficient Stereo Matching,University of Science and Technology of China
2020,Unbiased Scene Graph Generation From Biased Training,Nanyang Technological University
2020,A Semi-Supervised Assessor of Neural Architectures,Peking University
2020,Universal Litmus Patterns: Revealing Backdoor Attacks in CNNs,"Assistant Professor of Computer Science, Vanderbilt University, Nashville, TN"
2020,PQ-NET: A Generative Part Seq2Seq Network for 3D Shapes,Columbia University
2020,Extreme Relative Pose Network Under Hybrid Representations,The University of Texas at Austin
2020,Learning to Observe: Approximating Human Perceptual Thresholds for Detection of Suprathreshold Image Transformations,"Research Fellow, Digital Media Technology Lab, Birmingham City University"
2020,MEBOW: Monocular Estimation of Body Orientation in the Wild,Pennsylvania State University
2020,Learning to Detect Important People in Unlabelled Images for Semi-Supervised Important People Detection,"CSE, HKUST"
2020,Generalized Product Quantization Network for Semi-Supervised Image Retrieval,Seoul National University
2020,Gate-Shift Networks for Video Action Recognition,Samsung AI Center Cambridge
2020,CRNet: Cross-Reference Networks for Few-Shot Segmentation,Nanyang Technological University
2020,Image Demoireing with Learnable Bandpass Filters,Hangzhou Dianzi Universiy
2020,Weakly-Supervised Action Localization by Generative Attention Modeling,"PhD, UC Berkeley"
2020,Unsupervised Domain Adaptation With Hierarchical Gradient Synchronization,"Institute of Computing Technology, University of Chinese Academy of Sciences"
2020,Learning Unsupervised Hierarchical Part Decomposition of 3D Objects From a Single RGB Image,PhD Candidate in Max Planck Institute for Intelligent Systems and ETH Zürich
2020,Auto-Encoding Twin-Bottleneck Hashing,University of Oxford
2020,Learning to Super Resolve Intensity Images From Events,Research Scientist at Lunit Inc.
2020,ADINet: Attribute Driven Incremental Network for Retinal Image Classification,National Institute of Informatics
2020,Towards Discriminability and Diversity: Batch Nuclear-Norm Maximization Under Label Insufficient Situations,Meituan Group
2020,Meshlet Priors for 3D Mesh Reconstruction,PhD student
2020,Leveraging Photometric Consistency Over Time for Sparsely Supervised Hand-Object Reconstruction,Inria
2020,Scene Recomposition by Learning-Based ICP,"PhD Candidate, CS @ University of Washington"
2020,JL-DCF: Joint Learning and Densely-Cooperative Fusion Framework for RGB-D Salient Object Detection,"Sichuan University, College of Computer Science"
2020,Towards Verifying Robustness of Neural Networks Against A Family of Semantic Perturbations,"Student, MIT"
2020,Background Matting: The World Is Your Green Screen,"Research Associate, Allen School, University of Washington"
2020,Adversarial Vertex Mixup: Toward Better Adversarially Robust Generalization,"Seoul National University, Electrical and Computer Engineering"
2020,Distilled Semantics for Comprehensive Scene Understanding from Videos,"Postdoc, Università di Bologna"
2020,Multi-Dimensional Pruning: A Unified Framework for Model Compression,The University of Sydney
2020,Varicolored Image De-Hazing,"MBZUAI, IIT Ropar"
2020,Defending Against Model Stealing Attacks With Adaptive Misinformation,"PhD Student, Georgia Institute of Technology"
2020,Single Image Optical Flow Estimation With an Event Camera,Australian National University
2020,Fine-Grained Generalized Zero-Shot Learning via Dense Attribute-Based Attention,"PhD student, Northeastern University"
2020,Learning Rank-1 Diffractive Optics for Single-Shot High Dynamic Range Imaging,"CEO, Point Spread Technology; ECE Ph.D student at KAUST"
2020,Universal Source-Free Domain Adaptation,"PhD student, Indian Institute of Science, Banglore"
2020,Meta-Transfer Learning for Zero-Shot Super-Resolution,"Seoul National University, Dept. of Electrical and Computer Engineering"
2020,"APQ: Joint Search for Network Architecture, Pruning and Quantization Policy","Ph.D. Student, Georgia Tech"
2020,Semantic Correspondence as an Optimal Transport Problem,University of Technology Sydney
2020,Learning Generative Models of Shape Handles,Adobe Research
2020,Toward a Universal Model for Shape From Texture,Harvard University
2020,Learn2Perturb: An End-to-End Feature Perturbation Learning to Improve Adversarial Robustness,"M.Sc in Computer Science, University of Waterloo"
2020,Syn2Real Transfer Learning for Image Deraining Using Gaussian Processes,"PhD student at ECE Dept., Johns Hopkins University"
2020,Self-Supervised Viewpoint Learning From Image Collections,PhD candidate at University of Heidelberg
2020,On the Uncertainty of Self-Supervised Monocular Depth Estimation,"Assistant professor, University of Bologna"
2020,StegaStamp: Invisible Hyperlinks in Physical Photographs,"Graduate student, UC Berkeley"
2020,Learning to Have an Ear for Face Super-Resolution,"PhD, University of Bern"
2020,Composing Good Shots by Exploiting Mutual Relations,meituan
2020,Progressive Relation Learning for Group Activity Recognition,NUS << CASIA
2020,Boundary-Aware 3D Building Reconstruction From a Single Overhead Image,"P.hD. Student, University of North Carolina at Chapel Hill"
2020,Learning Formation of Physically-Based Face Attributes,University of Southern California
2020,Creating Something From Nothing: Unsupervised Knowledge Distillation for Cross-Modal Hashing,Hefei University of Technology
2020,TDAN: Temporally-Deformable Alignment Network for Video Super-Resolution,"Department of Computer Science, University of Rochester"
2020,Normal Assisted Stereo Depth Estimation,EPFL
2020,"Inverse Rendering for Complex Indoor Scenes: Shape, Spatially-Varying Lighting and SVBRDF From a Single Image",UCSD
2020,Explorable Super Resolution,"Princeton University, University of Siegen"
2020,Unsupervised Instance Segmentation in Microscopy Images via Panoptic Domain Adaptation and Task Re-Weighting,The University of Sydney
2020,Heterogeneous Knowledge Distillation Using Information Flow Modeling,"Postdoctoral researcher, Aristotle University of Thessaloniki, Greece"
2020,Unpaired Image Super-Resolution Using Pseudo-Supervision,Navier Inc.
2020,Training Quantized Neural Networks With a Full-Precision Auxiliary Module,"Assistant Professor, Monash University"
2020,ReSprop: Reuse Sparsified Backpropagation,Associate Researcher at Huawei - M.Sc. from UBC
2020,Blindly Assess Image Quality in the Wild Guided by a Self-Adaptive Hyper Network,Northwestern Polytechnical University
2020,Multi-View Neural Human Rendering,KU Leuven
2020,Automatic Neural Network Compression by Sparsity-Quantization Joint Learning: A Constrained Optimization-Based Approach,University of Rochester
2020,When2com: Multi-Agent Perception via Communication Graph Grouping,Georgia Institute of Technology
2020,"MAGSAC++, a Fast, Reliable and Accurate Robust Estimator",ETH Zürich
2020,Organ at Risk Segmentation for Head and Neck Cancer Using Stratified Learning and Neural Architecture Search,PAII Inc.
2020,Learning Human-Object Interaction Detection Using Interaction Points,MEGVII Technology
2020,Deep Kinematics Analysis for Monocular 3D Human Pose Estimation,Xidian University
2020,Correction Filter for Single Image Super-Resolution: Robustifying Off-the-Shelf Deep Super-Resolvers,Tel Aviv University
2020,Adversarial Robustness: From Self-Supervised Pre-Training to Fine-Tuning,University of Texas at Austin
2020,Efficient Adversarial Training With Transferable Adversarial Examples,University of Michigan
2020,PIFuHD: Multi-Level Pixel-Aligned Implicit Function for High-Resolution 3D Human Digitization,"Research Scientist, Facebook Reality Labs"
2020,Rethinking Differentiable Search for Mixed-Precision Neural Networks,University of California San Diego
2020,Wavelet Synthesis Net for Disparity Estimation to Synthesize DSLR Calibre Bokeh Effect on Smartphones,Samsung Research America
2020,ActionBytes: Learning From Trimmed Videos to Localize Actions,Research Scientist
2020,Conv-MPN: Convolutional Message Passing Neural Network for Structured Outdoor Architecture Reconstruction,Simon Fraser University
2020,Novel Object Viewpoint Estimation Through Reconstruction Alignment,"PhD Student, University of Michigan"
2020,PaStaNet: Toward Human Activity Knowledge Engine,"Ph.D., Shanghai Jiao Tong University"
2020,Dynamic Fluid Surface Reconstruction Using Deep Neural Network,"Ph.D. Candidate, Louisiana State University"
2020,MPM: Joint Representation of Motion and Position Map for Cell Tracking,Kyushu University
2020,AdderNet: Do We Really Need Multiplications in Deep Learning?,Peking University
2020,Differentiable Volumetric Rendering: Learning Implicit 3D Representations Without 3D Supervision,Max Planck Institute for Intelligent Systems and University of Tübingen
2020,Memory-Efficient Hierarchical Neural Architecture Search for Image Denoising,Intellifusion
2020,All in One Bad Weather Removal Using Architectural Search,National University of Singapore
2020,Fast-MVSNet: Sparse-to-Dense Multi-View Stereo With Learned Propagation and Gauss-Newton Refinement,ShanghaiTech University
2020,Cascaded Human-Object Interaction Recognition,ETH Zurich
2020,Holistically-Attracted Wireframe Parsing,Wuhan University
2020,Strip Pooling: Rethinking Spatial Pooling for Scene Parsing,"Associate professor, Nankai University"
2020,CONSAC: Robust Multi-Model Fitting by Conditional Sample Consensus,"Institut für Informationsverarbeitung, Leibniz Universität Hannover, Germany"
2020,Deep Global Registration,NVIDIA
2020,CycleISP: Real Image Restoration via Improved Data Synthesis,"Research Scientist, Inception Institute of Artificial Intelligence, UAE"
2020,Neural Network Pruning With Residual-Connections and Limited-Data,"Consumer Cloud Service CBG, Huawei"
2020,Fashion Outfit Complementary Item Retrieval,"Applied Scientist, Softline Tech Initiatives, Amazon"
